diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType
C0236792	Asperger Syndrome	disease	F03	Mental or Behavioral Dysfunction
C1845862	Creatine deficiency, X-linked	disease	C16;C18;C10	Disease or Syndrome
C4310943	GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE	disease		Disease or Syndrome
C0025160	Megacolon	phenotype	C06	Pathologic Function
C4225383	LICHTENSTEIN-KNORR SYNDROME	disease		Disease or Syndrome
C0021843	Intestinal Obstruction	disease	C06	Disease or Syndrome
C1859047	CYSTIC FIBROSIS MODIFIER 1	disease		Disease or Syndrome
C2750087	Bile Acid Malabsorption, Primary	disease	C23;C06;C18	Disease or Syndrome
C0016470	Food Allergy	phenotype	C20	Pathologic Function
C0085568	Buruli Ulcer	disease	C01;C17	Disease or Syndrome
C0002880	Autoimmune hemolytic anemia	disease	C20;C15	Disease or Syndrome
C0002883	Anemia, Hemolytic, Idiopathic Acquired	disease	C20;C15	Disease or Syndrome
C0175816	Cold Hemagglutinin Disease	disease	C20;C15	Disease or Syndrome
C0543663	Idiopathic Autoimmune Hemolytic Anemia	disease	C20;C15	Disease or Syndrome
C1855577	Erythrocyte Lactate Transporter Defect	disease	C05;C10	Disease or Syndrome
C1864902	Hyperinsulinemic hypoglycemia, familial, 7	disease	C18	Disease or Syndrome
C4015186	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY	disease		Disease or Syndrome
C0795889	Allan-Herndon-Dudley syndrome (AHDS)	disease	C23;C16;C10	Disease or Syndrome
C2676786	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1	disease	C16;C18;C13;C05;C12	Disease or Syndrome
C3150652	FANCONI RENOTUBULAR SYNDROME 2	disease		Disease or Syndrome
C0236701	Cocaine-induced mood disorder	disease	C25;F03	Mental or Behavioral Dysfunction
C4747991	PARKINSONISM-DYSTONIA, INFANTILE, 2	disease		Disease or Syndrome
C4310654	MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC	disease		Disease or Syndrome
C4748678	MYASTHENIC SYNDROME, CONGENITAL, 23, PRESYNAPTIC	disease		Disease or Syndrome
C3280800	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2	disease		Disease or Syndrome
C1837203	WAARDENBURG SYNDROME, TYPE IID	disease	C16	Disease or Syndrome
C3281201	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	disease	C23;C16;C05;C10;F03;C07;F01	Disease or Syndrome
C0039981	Thoracic Neoplasms	group	C04	Neoplastic Process
C2212006	Small cell carcinoma of ovary	disease	C04;C13;C19	Neoplastic Process
C2239246	Endometrial stromal sarcoma, high grade	disease	C04;C13	Neoplastic Process
C2750074	Rhabdoid Tumor Predisposition Syndrome 2	disease	C04	Disease or Syndrome
C2985524	Rhabdoid tumor predisposition syndrome	disease	C16;C04	Disease or Syndrome
C3553249	COFFIN-SIRIS SYNDROME 4	disease		Disease or Syndrome
C0206743	Rhabdoid Tumor	disease	C04	Neoplastic Process
C1266184	Atypical Teratoid Rhabdoid Tumor	disease	C04	Neoplastic Process
C1836326	Teratoid Tumor, Atypical	disease	C04	Neoplastic Process
C1836327	RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder)	disease	C04;C13;C12;C10	Neoplastic Process
C2750405	Malignant Rhabdoid Tumor, Somatic	disease	C04;C13;C12;C10	Disease or Syndrome
C3553248	MENTAL RETARDATION, AUTOSOMAL DOMINANT 15	disease		Disease or Syndrome
C0016506	Foot Deformities	group	C05	Anatomical Abnormality
C0018564	Hand deformities	group	C05	Anatomical Abnormality
C4310788	COFFIN-SIRIS SYNDROME 5	disease		Disease or Syndrome
C0026847	Spinal Muscular Atrophy	disease	C10	Disease or Syndrome
C0270765	Myelopathic Muscular Atrophy	disease	C10	Disease or Syndrome
C0393541	Distal Spinal Muscular Atrophy	disease	C10	Disease or Syndrome
C0393546	Oculopharyngeal Spinal Muscular Atrophy	disease	C10	Disease or Syndrome
C0549159	Infant Death	phenotype	C23	Finding
C0751334	Progressive Proximal Myelopathic Muscular Atrophy	disease	C10	Disease or Syndrome
C0751335	Scapuloperoneal Form of Spinal Muscular Atrophy	disease	C10	Disease or Syndrome
C0917981	Progressive Muscular Atrophy	disease	C10	Disease or Syndrome
C1838230	SPINAL MUSCULAR ATROPHY, TYPE IV	disease	C10	Disease or Syndrome
C2931844	Spinal muscular atrophy 4	disease	C10	Disease or Syndrome
C3661519	Hereditary Motor Neuronopathy	disease	C10	Disease or Syndrome
C0024954	Maxillary Neoplasms	group	C04;C05;C07	Neoplastic Process
C0795915	Winter Shortland Temple syndrome	disease	C16;C17;C05	Disease or Syndrome
C1861921	Cutaneous syndactyly	phenotype	C16;C05	Finding
C0028064	Niemann-Pick Diseases	group	C16;C18;C10;C15	Disease or Syndrome
C0268242	Niemann-Pick Disease, Type A	disease	C16;C18;C10;C15	Disease or Syndrome
C0268243	Niemann-Pick Disease, Type B	disease	C16;C18;C10;C15	Disease or Syndrome
C0268248	Niemann-Pick Disease, Type E	disease	C16;C18;C10;C15	Disease or Syndrome
C0236788	Bipolar II disorder	disease	F03	Mental or Behavioral Dysfunction
C0278076	Behavioral tic	disease	C23;C10	Mental or Behavioral Dysfunction
C0751898	Tic, Gestural	phenotype	C23;C10	Sign or Symptom
C0751899	Tic, Transient	phenotype	C23;C10	Sign or Symptom
C0751900	Tic, Motor	phenotype	C23;C10	Sign or Symptom
C0751901	Tic, Vocal	phenotype	C23;C10	Sign or Symptom
C0752251	Muscle Disease Manifestations	phenotype	C23;C10	Sign or Symptom
C0752252	Neuromuscular Manifestations	phenotype	C23;C10	Sign or Symptom
C4225364	MYASTHENIC SYNDROME, CONGENITAL, 18	disease		Disease or Syndrome
C1850100	PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)	disease	C11;C10	Disease or Syndrome
C1854182	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT LEWY BODY (disorder)	disease	C10;F03	Disease or Syndrome
C1868595	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT (disorder)	disease		Disease or Syndrome
C0265342	Cerebrocostomandibular Syndrome	disease	C23;C16;C05;C10;F03;C07;F01	Disease or Syndrome
C3501912	Cerebrocostomandibular-Like Syndrome	disease	C23;C16;C05;C10;F03;C07;F01	Disease or Syndrome
C3554409	HYPOTRICHOSIS 11	disease		Disease or Syndrome
C2751830	Long Qt Syndrome 12	disease	C23;C16;C14	Disease or Syndrome
C0085084	Motor Neuron Disease	disease	C10	Disease or Syndrome
C0154681	Anterior Horn Cell Disease	disease	C10	Disease or Syndrome
C0154682	Lateral Sclerosis	disease	C10	Disease or Syndrome
C0270763	Familial Motor Neuron Disease	disease	C10	Disease or Syndrome
C0270764	Motor Neuron Disease, Lower	disease	C10	Disease or Syndrome
C0521659	Motor Neuron Disease, Upper	disease	C10	Disease or Syndrome
C0543858	Motor Neuron Disease, Secondary	disease	C10	Disease or Syndrome
C0002390	Extrinsic allergic alveolitis	group	C08;C20	Disease or Syndrome
C0014866	Esophageal Stenosis	disease	C06	Disease or Syndrome
C0018200	Granuloma, Respiratory Tract	phenotype	C23;C08	Pathologic Function
C0034535	Radiation Syndrome	disease	C26	Disease or Syndrome
C0206160	Reticulocytosis	phenotype	C23	Finding
C0238461	Anaplastic thyroid carcinoma	disease	C04	Neoplastic Process
C0242992	Multiple Chemical Sensitivity	phenotype	C20;C21	Disease or Syndrome
C1510432	Radiation Sickness	disease	C26	Injury or Poisoning
C2675128	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6 (finding)	disease		Finding
C4551650	Esophageal Stricture	disease	C06	Disease or Syndrome
C4310696	Zhu-Tokita-Takenouchi-Kim syndrome	phenotype	C23;C10;F03;F01	Disease or Syndrome
C1853120	Noonan Syndrome 4	disease	C16;C17;C05;C14	Disease or Syndrome
C4551558	Fibromatosis, Gingival, Type 1	disease	C16;C07	Disease or Syndrome
C4225282	NOONAN SYNDROME 9	disease		Disease or Syndrome
C1835895	RETINITIS PIGMENTOSA 33 (disorder)	disease	C16;C11	Disease or Syndrome
C0342376	Panhypopituitarism - X-linked	disease	C16;C10;C19	Disease or Syndrome
C1848068	Mental Retardation, X-Linked, with Isolated Growth Hormone Deficiency	disease	C16;C05;C10;C19	Disease or Syndrome
C1855900	HYPERTRICHOSIS, CONGENITAL GENERALIZED	disease	C16;C17	Disease or Syndrome
C2678223	Mental Retardation, X-Linked, With Panhypopituitarism	disease	C23;C16;C10;C19;F03;F01	Disease or Syndrome
C3151782	46,XX SEX REVERSAL 3	disease		Disease or Syndrome
C0266617	Congenital anomaly of face	group	C16;C13;C05	Congenital Abnormality
C0424503	Dysmorphic facies	phenotype		Finding
C0456070	Growth delay	phenotype		Pathologic Function
C1850049	Clinodactyly of the 5th finger	disease		Congenital Abnormality
C4225202	LAMB-SHAFFER SYNDROME	disease		Disease or Syndrome
C4749915	Developmental and speech delay due to SOX5 deficiency	disease	C23;C10;F03;F01	Disease or Syndrome
C4755260	12p12.1 microdeletion syndrome	disease		Disease or Syndrome
C0031900	Pierre Robin Syndrome	disease	C16;C05;C07	Congenital Abnormality
C0265998	ANONYCHIA	disease	C23	Congenital Abnormality
C1861922	CAMPOMELIC DYSPLASIA	disease	C16;C05	Disease or Syndrome
C1861923	Acampomelic Campomelic Dysplasia	disease	C16;C05	Disease or Syndrome
C0270922	Peripheral demyelinating neuropathy	disease	C20;C10	Disease or Syndrome
C1836727	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease	disease	C16;C06;C10	Disease or Syndrome
C1866425	Yemenite deaf-blind hypopigmentation syndrome	disease	C23;C16;C11;C17;C10;C09	Disease or Syndrome
C2750452	Waardenburg Syndrome, Type 4c	disease	C16;C06	Disease or Syndrome
C4014528	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	disease		Disease or Syndrome
C3809706	CILIARY DYSKINESIA, PRIMARY, 28	disease		Disease or Syndrome
C2717759	Degenerative Intervertebral Discs	disease	C05	Anatomical Abnormality
C4225301	OSTEOGENESIS IMPERFECTA, TYPE XVII	disease		Disease or Syndrome
C1866855	Spastic paraplegia 4, autosomal dominant	disease	C16;C10	Disease or Syndrome
C4553743	Spasticity, CTCAE	phenotype		Finding
C0030486	Paraplegia	disease	C23;C10	Disease or Syndrome
C0242036	Paraplegia, Ataxic	phenotype	C23;C10	Sign or Symptom
C0278114	Paraplegia, Cerebral	phenotype	C23;C10	Sign or Symptom
C0278115	Paraplegia, Spinal	phenotype	C23;C10	Sign or Symptom
C0452143	Paraplegia, Flaccid	phenotype	C23;C10	Sign or Symptom
C1846564	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE	disease	C16;C10	Disease or Syndrome
C1968845	Primary Lateral Sclerosis, Adult, 1	disease	C10	Disease or Syndrome
C3711370	Spastic Paraplegia Type 7	disease	C23;C16;C10	Disease or Syndrome
C1842402	TROPICAL CALCIFIC PANCREATITIS	disease	C06;C18	Disease or Syndrome
C0268468	Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency	disease	C23;C16;C18;C10;F01	Disease or Syndrome
C0520739	Hereditary pyropoikilocytosis	disease	C16;C15	Disease or Syndrome
C1851741	ELLIPTOCYTOSIS 2 (disorder)	disease	C16;C15	Disease or Syndrome
C2678338	SPHEROCYTOSIS, TYPE 3 (disorder)	disease	C16;C15	Disease or Syndrome
C3150731	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5	disease		Disease or Syndrome
C0002891	Anemia, Neonatal	disease	C16;C15	Disease or Syndrome
C1866810	ELLIPTOCYTOSIS 3	disease	C16;C15	Disease or Syndrome
C2674219	SPHEROCYTOSIS, HEREDITARY, 2	disease		Disease or Syndrome
C3809327	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14	disease		Disease or Syndrome
C4310789	THROMBOCYTOPENIA 6	disease		Disease or Syndrome
C0268297	Pseudovaginal Perineoscrotal Hypospadias	disease	C16;C18;C13;C12;C19	Disease or Syndrome
C3669122	5-Alpha Reductase Deficiency	disease	C16;C18;C13;C12;C19	Disease or Syndrome
C1856127	Bile acid synthesis defect, congenital, 2	disease	C16;C06;C18	Disease or Syndrome
C0272170	Shwachman syndrome	disease		Disease or Syndrome
C0018055	Gonadal Dysgenesis, Mixed	disease	C16;C13;C12;C19	Disease or Syndrome
C2748896	46,Xy Gonadal Dysgenesis, Complete, Sry-Related	disease	C16;C13;C12;C19	Disease or Syndrome
C4012395	Congenital disorder of glycosylation type 1y	disease	C16;C18	Disease or Syndrome
C0014849	Esophageal and Gastric Varices	disease	C06	Acquired Abnormality
C0014867	Esophageal Varices	disease	C06	Disease or Syndrome
C0017145	Gastric Varix	disease	C06	Disease or Syndrome
C0265962	Ichthyosis linearis circumflexa	disease	C16;C17	Disease or Syndrome; Congenital Abnormality
C1835851	Ichthyosis with hypotrichosis, autosomal recessive	disease	C16;C17	Disease or Syndrome
C0006845	Candidiasis, Chronic Mucocutaneous	disease	C01;C17	Disease or Syndrome
C0010823	Cytomegalovirus Infections	group	C01	Disease or Syndrome
C3151088	IMMUNODEFICIENCY 31B	disease		Disease or Syndrome
C3279990	CANDIDIASIS, FAMILIAL, 7	disease		Disease or Syndrome
C4013950	IMMUNODEFICIENCY 31A	disease		Disease or Syndrome
C1512709	Chronic Lymphoproliferative Disorder of NK-Cells	disease	C23	Neoplastic Process
C1955861	T-Cell Large Granular Lymphocyte Leukemia	disease	C04;C20;C15	Neoplastic Process
C2930809	Neutropenia and hyperlymphocytosis with large granular lymphocytes	disease	C16;C11;C20;C15	Disease or Syndrome
C3489795	Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant	disease	C16;C20;C15	Disease or Syndrome
C4014795	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1	disease		Disease or Syndrome
C4721531	HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT	disease	C16;C20;C15	Disease or Syndrome
C2677096	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 11	disease		Finding
C0023494	Leukemia, T-Cell, Chronic	disease	C04;C20;C15	Neoplastic Process
C0456889	Enteropathy-Associated T-Cell Lymphoma	disease	C04;C20;C15	Neoplastic Process
C1522378	Leukemia, Large Granular Lymphocytic	disease	C04;C20;C15	Neoplastic Process
C1855548	Laron syndrome type 2	disease	C16;C05;C19	Disease or Syndrome
C1955860	Leukemia, Natural Killer Cell Large Granular Lymphocytic	disease	C04;C20;C15	Neoplastic Process
C2931322	T-Lymphocytopenia	disease	C20;C15	Finding
C1838644	Stargardt disease 3	disease	C11	Disease or Syndrome
C1851481	Erythrokeratodermia with ataxia	disease	C23;C16;C17;C10	Disease or Syndrome
C3280856	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION	disease		Disease or Syndrome
C1861451	Stormorken Syndrome	disease	C23;C16;C11;C17;C10;F03;C15	Disease or Syndrome
C2748557	Immune dysfunction with T-cell inactivation due to calcium entry defect 2	disease	C16;C18;C20	Disease or Syndrome
C3553943	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS	disease		Disease or Syndrome
C4016913	T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AUTOIMMUNITY, AND CARDIAC MALFORMATIONS	phenotype		Finding
C1839333	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2	disease	C10	Disease or Syndrome
C0154007	Benign neoplasm of testis	disease	C04;C12;C19	Neoplastic Process
C0282207	Cronkhite-Canada Syndrome	disease	C06	Disease or Syndrome
C0496924	Neoplasm of uncertain or unknown behavior of testis	disease	C04;C12;C19	Neoplastic Process
C1257915	Intestinal Polyposis	disease	C06	Disease or Syndrome
C0403812	Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa	disease	C12	Disease or Syndrome
C2677326	Epileptic Encephalopathy, Early Infantile, 4	disease	C10	Disease or Syndrome
C2751293	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5	disease	C15	Disease or Syndrome
C4539754	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14	disease		Congenital Abnormality
C0268624	Sulfite oxidase deficiency	disease	C16;C18	Disease or Syndrome
C2931746	Sulfocysteinuria	disease	C16;C18	Disease or Syndrome
C0872084	Sarcopenia	phenotype	C23;C10	Disease or Syndrome
C0271714	Hypoglycemia, leucine-induced	disease	C18	Disease or Syndrome
C1835887	DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (disorder)	disease	C16;C18;C19	Disease or Syndrome
C4274080	Autosomal dominant hyperinsulinism due to SUR1 deficiency	disease	C18	Disease or Syndrome
C1857355	Leigh syndrome , French Canadian type	disease	C16;C18;C10	Disease or Syndrome
C4225246	SURF1-related Charcot-Marie-Tooth disease type 4	disease		Disease or Syndrome
C1970107	ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT	disease	C23;C16;C10	Disease or Syndrome
C0038271	Stereotyped Behavior	disease	F01	Individual Behavior
C1846135	Autistic features	phenotype		Finding
C3810365	Central visual impairment	disease	C23;C10	Disease or Syndrome
C1845343	Epilepsy, X-Linked, with Variable Learning Disabilities and Behavior Disorders	disease	C23;C16;C10;F03	Disease or Syndrome
C3275408	MENTAL RETARDATION, X-LINKED 96	disease		Disease or Syndrome
C4748715	BAKER-GORDON SYNDROME	disease		Disease or Syndrome
C0008487	Chordoma	disease	C04	Neoplastic Process
C0266215	Anorectal atresia	disease	C16;C06	Congenital Abnormality
C3810343	SACRAL AGENESIS WITH VERTEBRAL ANOMALIES	disease		Disease or Syndrome
C3891448	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO	disease		Finding
C4733128	familial chordoma	disease	C16	Neoplastic Process
C0013132	Drooling	phenotype	C07	Finding
C0037036	Sialorrhea	disease	C07	Disease or Syndrome
C3553843	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome
C0005758	Bulla	phenotype	C23;C17	Finding
C1845117	Immunodeficiency without anhidrotic ectodermal dysplasia	disease	C20	Disease or Syndrome
C1970879	ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)	disease	C16;C01	Disease or Syndrome
C3280501	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1	disease		Disease or Syndrome
C3553844	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA	disease		Disease or Syndrome
C1839130	Dystonia 3, Torsion, X-Linked	disease	C16;C10	Disease or Syndrome
C4225418	MENTAL RETARDATION, X-LINKED, SYNDROMIC 33	disease		Disease or Syndrome
C3810080	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40	disease		Disease or Syndrome
C4014449	SPERMATOGENIC FAILURE 13	disease		Disease or Syndrome
C4310702	ALAZAMI-YUAN SYNDROME	disease		Disease or Syndrome
C2931461	Forney Robinson Pascoe syndrome	phenotype	C23;C16;C05;C10;C09;C14	Disease or Syndrome
C4310697	FRONTOMETAPHYSEAL DYSPLASIA 2	disease		Disease or Syndrome
C1291329	Transaldolase Deficiency	disease	C16;C18	Disease or Syndrome
C1868476	Wegener-Like Granulomatosis	disease	C08;C20;C14	Disease or Syndrome
C0022596	Palmoplantar Keratosis	disease	C17;C05	Disease or Syndrome
C2675369	Chromosome 22q11.2 Microduplication Syndrome	disease	C23;C16;C05;C19;C15;C14	Disease or Syndrome
C3809374	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5	disease		Disease or Syndrome
C0574083	3-Methylglutaconic aciduria type 2	disease	C16;C18;C14	Disease or Syndrome
C4324548	Non-compaction cardiomyopathy	disease	C14	Disease or Syndrome
C4310671	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM	disease		Disease or Syndrome
C0004623	Bacterial Infections	group	C01	Disease or Syndrome
C0265291	Kenny-Caffey syndrome	disease	C16;C05	Disease or Syndrome
C1855648	KENNY-CAFFEY SYNDROME, TYPE 1	disease	C16;C05	Disease or Syndrome
C1855840	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME	disease	C23;C16;C05;C10;C19;F03;F01	Disease or Syndrome
C4310667	ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY	disease		Disease or Syndrome
C4316787	Kenny-Caffey syndrome, type 2	disease	C16;C18;C05;C19	Disease or Syndrome
C4748741	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION	disease		Disease or Syndrome
C0265239	Wildervanck's syndrome	disease	C16;C05;C14	Disease or Syndrome
C0265264	Holt-Oram syndrome	disease	C16;C05;C14	Disease or Syndrome
C4083048	SPONDYLOCOSTAL DYSOSTOSIS 5	disease		Disease or Syndrome
C4274761	Autosomal dominant spondylocostal dysostosis	disease	C05	Disease or Syndrome
C1850040	Pelviscapular dysplasia	disease	C05	Disease or Syndrome
C3279614	BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO	disease		Finding
C3501679	Bleeding Disorder due to Defective Thromboxane A2 Receptor	disease	C15	Disease or Syndrome
C0398635	Thromboxane synthetase deficiency	disease	C15	Disease or Syndrome
C1856465	Ghosal Hematodiaphyseal Dysplasia	disease	C16;C05;C15	Congenital Abnormality
C4016444	GHOSAL HEMATODIAPHYSEAL SYNDROME	disease		Finding
C1970431	PITT-HOPKINS SYNDROME	disease	C23;C08;C10;F03;F01	Disease or Syndrome
C2750451	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3	disease	C16;C11	Disease or Syndrome
C1866994	Ulnar-mammary syndrome	disease	C16;C17	Disease or Syndrome
C1867000	Hypoplastic/absent/deformed radius	phenotype		Finding
C1838100	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 (disorder)	disease	C18;C19	Disease or Syndrome
C1840646	Hepatic Adenomas, Familial	disease	C06;C04	Disease or Syndrome
C2675866	DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (disorder)	disease	C18;C20;C19	Disease or Syndrome
C4303475	Hyperinsulinism due to HNF1A deficiency	disease	C18	Disease or Syndrome
C1567426	Unilateral Multicystic Dysplastic Kidney	disease	C16;C13;C12	Disease or Syndrome; Congenital Abnormality
C1567427	Bilateral Multicystic Dysplastic Kidneys	disease	C16;C13;C12	Disease or Syndrome; Congenital Abnormality
C1840451	MULTICYSTIC RENAL DYSPLASIA, BILATERAL	disease	C16;C13;C12	Disease or Syndrome
C4551596	Abnormal renal morphology	disease		Congenital Abnormality
C0398686	Primary immune deficiency disorder	group	C20	Disease or Syndrome
